Code,Disease,symptoms
286,Poisoning due to antimicrobial drugs,[{symptoms:Skin rash}{symptoms:83}{symptoms:Allergic reaction}{symptoms:62}{symptoms:Problems with movement}{symptoms:51}{symptoms:Abnormal involuntary movements}{symptoms:43}{symptoms:Vomiting}{symptoms:43}{symptoms:Nausea}{symptoms:43}{symptoms:Posture problems}{symptoms:43}{symptoms:Shortness of breath}{symptoms:33}{symptoms:Depressive or psychotic symptoms}{symptoms:33}{symptoms:Paresthesia}{symptoms:33}{symptoms:Cough}{symptoms:33}{symptoms:Peripheral edema}{symptoms:20} Poisoning due to antimicrobial drugs
287,Open wound of the mouth,[{symptoms:Tongue lesions}{symptoms:31}{symptoms:Toothache}{symptoms:27}{symptoms:Seizures}{symptoms:23}{symptoms:Lip swelling}{symptoms:18}{symptoms:Bleeding in mouth}{symptoms:18}{symptoms:Tongue bleeding}{symptoms:18}{symptoms:Mouth pain}{symptoms:13}{symptoms:Peripheral edema}{symptoms:13}{symptoms:Neck swelling}{symptoms:7}{symptoms:Gum pain}{symptoms:7}{symptoms:Sneezing}{symptoms:7}{symptoms:Mouth ulcer}{symptoms:7} Open wound of the mouth
288,Scleroderma,[{symptoms:Skin lesion}{symptoms:53}{symptoms:Skin rash}{symptoms:53}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:42}{symptoms:Abnormal appearing skin}{symptoms:35}{symptoms:Itching of skin}{symptoms:32}{symptoms:Skin growth}{symptoms:30}{symptoms:Lip swelling}{symptoms:15}{symptoms:Skin irritation}{symptoms:13}{symptoms:Warts}{symptoms:13}{symptoms:Feeling ill}{symptoms:10}{symptoms:Irregular appearing scalp}{symptoms:10}{symptoms:Acne or pimples}{symptoms:10} Scleroderma
289,Myasthenia gravis,[{symptoms:Double vision}{symptoms:50}{symptoms:Weakness}{symptoms:48}{symptoms:Fatigue}{symptoms:36}{symptoms:Abnormal movement of eyelid}{symptoms:28}{symptoms:Dizziness}{symptoms:28}{symptoms:Focal weakness}{symptoms:28}{symptoms:Headache}{symptoms:24}{symptoms:Shortness of breath}{symptoms:24}{symptoms:Diminished vision}{symptoms:24}{symptoms:Slurring words}{symptoms:19}{symptoms:Arm weakness}{symptoms:14}{symptoms:Coughing up sputum}{symptoms:14} Myasthenia gravis
290,Hypoglycemia,[{symptoms:Depressive or psychotic symptoms}{symptoms:49}{symptoms:Weakness}{symptoms:45}{symptoms:Dizziness}{symptoms:39}{symptoms:Fainting}{symptoms:27}{symptoms:Nausea}{symptoms:25}{symptoms:Seizures}{symptoms:21}{symptoms:Abnormal involuntary movements}{symptoms:17}{symptoms:Decreased appetite}{symptoms:14}{symptoms:Feeling ill}{symptoms:13}{symptoms:Sweating}{symptoms:11}{symptoms:Sleepiness}{symptoms:10}{symptoms:Problems with movement}{symptoms:9} Hypoglycemia
291,Idiopathic absence of menstruation,[{symptoms:Absence of menstruation}{symptoms:78}{symptoms:Sharp abdominal pain}{symptoms:36}{symptoms:Unpredictable menstruation}{symptoms:36}{symptoms:Nausea}{symptoms:24}{symptoms:Pelvic pain}{symptoms:20}{symptoms:Long menstrual periods}{symptoms:18}{symptoms:Vaginal discharge}{symptoms:16}{symptoms:Lower abdominal pain}{symptoms:16}{symptoms:Pain or soreness of breast}{symptoms:11}{symptoms:Weight gain}{symptoms:9}{symptoms:Vaginal itching}{symptoms:9}{symptoms:Heartburn}{symptoms:6} Idiopathic absence of menstruation
292,Dislocation of the ankle,[{symptoms:Ankle pain}{symptoms:86}{symptoms:Ankle swelling}{symptoms:56}{symptoms:Foot or toe pain}{symptoms:38}{symptoms:Eye strain}{symptoms:3}{symptoms:Elbow weakness}{symptoms:3}{symptoms:Elbow cramps or spasms}{symptoms:3}{symptoms:Wrist weakness}{symptoms:3}{symptoms:Feeling hot and cold}{symptoms:3}{symptoms:Low back weakness}{symptoms:3}{symptoms:Underweight}{symptoms:3}{symptoms:Emotional symptoms}{symptoms:3}{symptoms:Muscle swelling}{symptoms:3} Dislocation of the ankle
293,Carbon monoxide poisoning,[{symptoms:Headache}{symptoms:81}{symptoms:Nausea}{symptoms:72}{symptoms:Dizziness}{symptoms:53}{symptoms:Vomiting}{symptoms:42}{symptoms:Diarrhea}{symptoms:27}{symptoms:Depressive or psychotic symptoms}{symptoms:27}{symptoms:Sleepiness}{symptoms:27}{symptoms:Frontal headache}{symptoms:27}{symptoms:Fainting}{symptoms:27}{symptoms:Low back weakness}{symptoms:2}{symptoms:Emotional symptoms}{symptoms:2}{symptoms:Elbow cramps or spasms}{symptoms:2} Carbon monoxide poisoning
294,Panic attack,[{symptoms:Shortness of breath}{symptoms:77}{symptoms:Dizziness}{symptoms:67}{symptoms:Sharp chest pain}{symptoms:67}{symptoms:Loss of sensation}{symptoms:64}{symptoms:Breathing fast}{symptoms:55}{symptoms:Anxiety and nervousness}{symptoms:55}{symptoms:Fainting}{symptoms:48}{symptoms:Chest tightness}{symptoms:48}{symptoms:Difficulty breathing}{symptoms:48}{symptoms:Irregular heartbeat}{symptoms:41}{symptoms:Headache}{symptoms:41}{symptoms:Weakness}{symptoms:31} Panic attack
295,Plantar fasciitis,[{symptoms:Foot or toe pain}{symptoms:95}{symptoms:Ankle pain}{symptoms:36}{symptoms:Knee pain}{symptoms:24}{symptoms:Ankle swelling}{symptoms:13}{symptoms:Problems with movement}{symptoms:10}{symptoms:Foot or toe swelling}{symptoms:10}{symptoms:Lower body pain}{symptoms:7}{symptoms:Bones are painful}{symptoms:7}{symptoms:Change in skin mole size or color}{symptoms:4}{symptoms:Foot or toe cramps or spasms}{symptoms:4}{symptoms:Itchy scalp}{symptoms:4}{symptoms:Muscle pain}{symptoms:4} Plantar fasciitis
296,Hyperopia,[{symptoms:Diminished vision}{symptoms:70}{symptoms:Symptoms of eye}{symptoms:24}{symptoms:Abnormal movement of eyelid}{symptoms:24}{symptoms:Itchiness of eye}{symptoms:21}{symptoms:Pain in eye}{symptoms:21}{symptoms:Eye deviation}{symptoms:21}{symptoms:Spots or clouds in vision}{symptoms:17}{symptoms:Eye redness}{symptoms:14}{symptoms:Eye moves abnormally}{symptoms:5}{symptoms:Blindness}{symptoms:5}{symptoms:Neck cramps or spasms}{symptoms:5}{symptoms:Difficulty speaking}{symptoms:5} Hyperopia
297,Poisoning due to sedatives,[{symptoms:Depressive or psychotic symptoms}{symptoms:68}{symptoms:Sleepiness}{symptoms:31}{symptoms:Depression}{symptoms:27}{symptoms:Insomnia}{symptoms:21}{symptoms:Abusing alcohol}{symptoms:21}{symptoms:Delusions or hallucinations}{symptoms:15}{symptoms:Drug abuse}{symptoms:15}{symptoms:Problems with movement}{symptoms:8}{symptoms:Hostile behavior}{symptoms:8}{symptoms:Slurring words}{symptoms:8}{symptoms:Excessive anger}{symptoms:8}{symptoms:Disturbance of memory}{symptoms:8} Poisoning due to sedatives
298,Pemphigus,[{symptoms:Skin lesion}{symptoms:54}{symptoms:Skin rash}{symptoms:54}{symptoms:Abnormal appearing skin}{symptoms:47}{symptoms:Itching of skin}{symptoms:22}{symptoms:Skin irritation}{symptoms:22}{symptoms:Irregular appearing scalp}{symptoms:22}{symptoms:Arm pain}{symptoms:22}{symptoms:Mouth ulcer}{symptoms:22}{symptoms:Foot or toe pain}{symptoms:22}{symptoms:Peripheral edema}{symptoms:22}{symptoms:Mouth pain}{symptoms:22}{symptoms:Hand or finger pain}{symptoms:22} Pemphigus
299,Peyronie disease,[{symptoms:Impotence}{symptoms:67}{symptoms:Penis pain}{symptoms:58}{symptoms:Symptoms of prostate}{symptoms:34}{symptoms:Mass in scrotum}{symptoms:20}{symptoms:Frequent urination}{symptoms:20}{symptoms:Sweating}{symptoms:20}{symptoms:Infertility}{symptoms:20}{symptoms:Lower abdominal pain}{symptoms:20}{symptoms:Blood in urine}{symptoms:20}{symptoms:Warts}{symptoms:20}{symptoms:Bumps on penis}{symptoms:20}{symptoms:Emotional symptoms}{symptoms:1} Peyronie disease
300,Hiatal hernia,[{symptoms:Sharp abdominal pain}{symptoms:63}{symptoms:Sharp chest pain}{symptoms:48}{symptoms:Nausea}{symptoms:45}{symptoms:Vomiting}{symptoms:43}{symptoms:Difficulty in swallowing}{symptoms:43}{symptoms:Burning abdominal pain}{symptoms:40}{symptoms:Dizziness}{symptoms:29}{symptoms:Heartburn}{symptoms:27}{symptoms:Back pain}{symptoms:25}{symptoms:Upper abdominal pain}{symptoms:23}{symptoms:Vomiting blood}{symptoms:18}{symptoms:Regurgitation}{symptoms:16} Hiatal hernia
301,Extrapyramidal effect of drugs,[{symptoms:Abnormal involuntary movements}{symptoms:66}{symptoms:Seizures}{symptoms:41}{symptoms:Anxiety and nervousness}{symptoms:31}{symptoms:Disturbance of memory}{symptoms:25}{symptoms:Nausea}{symptoms:25}{symptoms:Cramps and spasms}{symptoms:25}{symptoms:Problems with movement}{symptoms:25}{symptoms:Headache}{symptoms:25}{symptoms:Delusions or hallucinations}{symptoms:18}{symptoms:Restlessness}{symptoms:18}{symptoms:Neck stiffness or tightness}{symptoms:18}{symptoms:Arm stiffness or tightness}{symptoms:10} Extrapyramidal effect of drugs
302,Meniere disease,[{symptoms:Dizziness}{symptoms:84}{symptoms:Diminished hearing}{symptoms:66}{symptoms:Ringing in ear}{symptoms:52}{symptoms:Plugged feeling in ear}{symptoms:36}{symptoms:Ear pain}{symptoms:36}{symptoms:Nausea}{symptoms:31}{symptoms:Headache}{symptoms:25}{symptoms:Allergic reaction}{symptoms:18}{symptoms:Heartburn}{symptoms:10}{symptoms:Impotence}{symptoms:10}{symptoms:Facial pain}{symptoms:10}{symptoms:Bleeding from ear}{symptoms:10} Meniere disease
303,Anal fissure,[{symptoms:Rectal bleeding}{symptoms:80}{symptoms:Pain of the anus}{symptoms:75}{symptoms:Blood in stool}{symptoms:65}{symptoms:Constipation}{symptoms:44}{symptoms:Sharp abdominal pain}{symptoms:33}{symptoms:Changes in stool appearance}{symptoms:20}{symptoms:Lower body pain}{symptoms:11}{symptoms:Irregular belly button}{symptoms:6}{symptoms:Cramps and spasms}{symptoms:6}{symptoms:Vaginal dryness}{symptoms:6}{symptoms:Symptoms of prostate}{symptoms:6}{symptoms:Itchiness of eye}{symptoms:6} Anal fissure
304,Allergy,[{symptoms:Skin rash}{symptoms:85}{symptoms:Allergic reaction}{symptoms:65}{symptoms:Itching of skin}{symptoms:61}{symptoms:Peripheral edema}{symptoms:28}{symptoms:Abnormal appearing skin}{symptoms:27}{symptoms:Cough}{symptoms:26}{symptoms:Swollen eye}{symptoms:24}{symptoms:Lip swelling}{symptoms:20}{symptoms:Skin swelling}{symptoms:13}{symptoms:Itchiness of eye}{symptoms:10}{symptoms:Fluid retention}{symptoms:9}{symptoms:Swollen tongue}{symptoms:9} Allergy
305,Chronic otitis media,[{symptoms:Redness in ear}{symptoms:68}{symptoms:Ear pain}{symptoms:63}{symptoms:Nasal congestion}{symptoms:50}{symptoms:Cough}{symptoms:48}{symptoms:Diminished hearing}{symptoms:48}{symptoms:Fever}{symptoms:45}{symptoms:Fluid in ear}{symptoms:40}{symptoms:Plugged feeling in ear}{symptoms:27}{symptoms:Pulling at ears}{symptoms:20}{symptoms:Allergic reaction}{symptoms:14}{symptoms:Painful sinuses}{symptoms:11}{symptoms:Bleeding from ear}{symptoms:11} Chronic otitis media
306,Fracture of the finger,[{symptoms:Hand or finger pain}{symptoms:69}{symptoms:Foot or toe pain}{symptoms:54}{symptoms:Hand or finger swelling}{symptoms:35}{symptoms:Foot or toe swelling}{symptoms:14}{symptoms:Hand or finger stiffness or tightness}{symptoms:6} Fracture of the finger
307,Hirschsprung disease,[{symptoms:Constipation}{symptoms:86}{symptoms:Ankle pain}{symptoms:41}{symptoms:Vomiting}{symptoms:41}{symptoms:Sharp abdominal pain}{symptoms:41}{symptoms:Wrist weakness}{symptoms:3}{symptoms:Elbow weakness}{symptoms:3}{symptoms:Eye strain}{symptoms:3}{symptoms:Feeling hot and cold}{symptoms:3}{symptoms:Nailbiting}{symptoms:3}{symptoms:Low back weakness}{symptoms:3}{symptoms:Emotional symptoms}{symptoms:3}{symptoms:Underweight}{symptoms:3} Hirschsprung disease
308,Polymyalgia rheumatica,[{symptoms:Fatigue}{symptoms:47}{symptoms:Shoulder pain}{symptoms:42}{symptoms:Leg pain}{symptoms:36}{symptoms:Ache all over}{symptoms:36}{symptoms:Sharp chest pain}{symptoms:30}{symptoms:Muscle pain}{symptoms:22}{symptoms:Hip pain}{symptoms:22}{symptoms:Irregular heartbeat}{symptoms:22}{symptoms:Leg weakness}{symptoms:12}{symptoms:Stiffness all over}{symptoms:12}{symptoms:Difficulty in swallowing}{symptoms:12}{symptoms:Temper problems}{symptoms:12} Polymyalgia rheumatica
309,Lymphedema,[{symptoms:Skin lesion}{symptoms:56}{symptoms:Leg swelling}{symptoms:49}{symptoms:Peripheral edema}{symptoms:45}{symptoms:Leg pain}{symptoms:37}{symptoms:Abnormal appearing skin}{symptoms:25}{symptoms:Fluid retention}{symptoms:17}{symptoms:Skin on leg or foot looks infected}{symptoms:11}{symptoms:Lymphedema}{symptoms:11}{symptoms:Foot or toe swelling}{symptoms:8}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:8}{symptoms:Neck mass}{symptoms:4}{symptoms:Throat swelling}{symptoms:4} Lymphedema
310,Bladder cancer,[{symptoms:Blood in urine}{symptoms:44}{symptoms:Retention of urine}{symptoms:18}{symptoms:Symptoms of bladder}{symptoms:14}{symptoms:Bladder mass}{symptoms:9}{symptoms:Excessive urination at night}{symptoms:7}{symptoms:Groin mass}{symptoms:5}{symptoms:Kidney mass}{symptoms:2}{symptoms:Penis redness}{symptoms:2}{symptoms:Symptoms of prostate}{symptoms:2}{symptoms:Mass in scrotum}{symptoms:2}{symptoms:Penile discharge}{symptoms:2}{symptoms:Pain during intercourse}{symptoms:2} Bladder cancer
311,Acute bronchospasm,[{symptoms:Cough}{symptoms:89}{symptoms:Shortness of breath}{symptoms:74}{symptoms:Wheezing}{symptoms:63}{symptoms:Fever}{symptoms:59}{symptoms:Difficulty breathing}{symptoms:58}{symptoms:Nasal congestion}{symptoms:57}{symptoms:Sharp chest pain}{symptoms:40}{symptoms:Sore throat}{symptoms:33}{symptoms:Coryza}{symptoms:31}{symptoms:Vomiting}{symptoms:26}{symptoms:Headache}{symptoms:26}{symptoms:Chest tightness}{symptoms:22} Acute bronchospasm
312,Acute glaucoma,[{symptoms:Diminished vision}{symptoms:62}{symptoms:Pain in eye}{symptoms:41}{symptoms:Symptoms of eye}{symptoms:36}{symptoms:Eye redness}{symptoms:28}{symptoms:Spots or clouds in vision}{symptoms:22}{symptoms:Foreign body sensation in eye}{symptoms:18}{symptoms:Itchiness of eye}{symptoms:18}{symptoms:Blindness}{symptoms:10}{symptoms:Lacrimation}{symptoms:5}{symptoms:Double vision}{symptoms:5}{symptoms:Eye burns or stings}{symptoms:5} Acute glaucoma
313,Open wound of the chest,[{symptoms:Sharp chest pain}{symptoms:29}{symptoms:Drug abuse}{symptoms:12}{symptoms:Lip swelling}{symptoms:12} Open wound of the chest
314,Dislocation of the patella,[{symptoms:Knee pain}{symptoms:90}{symptoms:Knee swelling}{symptoms:22}{symptoms:Fluid retention}{symptoms:12}{symptoms:Problems during pregnancy}{symptoms:12}{symptoms:Knee stiffness or tightness}{symptoms:12} Dislocation of the patella
315,Sciatica,[{symptoms:Back pain}{symptoms:81}{symptoms:Leg pain}{symptoms:81}{symptoms:Low back pain}{symptoms:76}{symptoms:Hip pain}{symptoms:56}{symptoms:Lower body pain}{symptoms:49}{symptoms:Loss of sensation}{symptoms:28}{symptoms:Problems with movement}{symptoms:11}{symptoms:Paresthesia}{symptoms:11}{symptoms:Leg weakness}{symptoms:6}{symptoms:Back cramps or spasms}{symptoms:4}{symptoms:Leg cramps or spasms}{symptoms:3}{symptoms:Unusual color or odor to urine}{symptoms:2} Sciatica
316,Hypercalcemia,[{symptoms:Weakness}{symptoms:39}{symptoms:Dizziness}{symptoms:28}{symptoms:Loss of sensation}{symptoms:20}{symptoms:Feeling ill}{symptoms:11}{symptoms:Hand or finger weakness}{symptoms:11}{symptoms:Allergic reaction}{symptoms:11}{symptoms:Arm cramps or spasms}{symptoms:11}{symptoms:Focal weakness}{symptoms:11}{symptoms:Retention of urine}{symptoms:11}{symptoms:Delusions or hallucinations}{symptoms:11}{symptoms:Irregular appearing nails}{symptoms:11}{symptoms:Leg weakness}{symptoms:11} Hypercalcemia
317,Stress incontinence,[{symptoms:Involuntary urination}{symptoms:90}{symptoms:Frequent urination}{symptoms:42}{symptoms:Painful urination}{symptoms:23}{symptoms:Symptoms of bladder}{symptoms:23}{symptoms:Blood in urine}{symptoms:18}{symptoms:Retention of urine}{symptoms:15}{symptoms:Suprapubic pain}{symptoms:15}{symptoms:Hot flashes}{symptoms:12}{symptoms:Pelvic pain}{symptoms:12}{symptoms:Excessive urination at night}{symptoms:12}{symptoms:Weight gain}{symptoms:8}{symptoms:Intermenstrual bleeding}{symptoms:8} Stress incontinence
318,Varicose veins,[{symptoms:Skin lesion}{symptoms:65}{symptoms:Leg pain}{symptoms:50}{symptoms:Peripheral edema}{symptoms:26}{symptoms:Ache all over}{symptoms:24}{symptoms:Lymphedema}{symptoms:22}{symptoms:Leg swelling}{symptoms:20}{symptoms:Leg cramps or spasms}{symptoms:6}{symptoms:Skin on leg or foot looks infected}{symptoms:6}{symptoms:Leg lump or mass}{symptoms:5} Varicose veins
319,Benign kidney cyst,[{symptoms:Side pain}{symptoms:60}{symptoms:Sharp abdominal pain}{symptoms:57}{symptoms:Blood in urine}{symptoms:49}{symptoms:Vomiting}{symptoms:44}{symptoms:Back pain}{symptoms:44}{symptoms:Low back pain}{symptoms:32}{symptoms:Involuntary urination}{symptoms:23}{symptoms:Symptoms of the kidneys}{symptoms:23}{symptoms:Drainage in throat}{symptoms:13}{symptoms:Impotence}{symptoms:13}{symptoms:Symptoms of prostate}{symptoms:13}{symptoms:Decreased appetite}{symptoms:13} Benign kidney cyst
320,Hydrocele of the testicle,[{symptoms:Swelling of scrotum}{symptoms:75}{symptoms:Pain in testicles}{symptoms:68}{symptoms:Groin pain}{symptoms:38}{symptoms:Mass in scrotum}{symptoms:29}{symptoms:Lower abdominal pain}{symptoms:23}{symptoms:Retention of urine}{symptoms:19}{symptoms:Groin mass}{symptoms:15}{symptoms:Excessive urination at night}{symptoms:11}{symptoms:Blood in urine}{symptoms:11}{symptoms:Symptoms of the scrotum and testes}{symptoms:11}{symptoms:Skin growth}{symptoms:11}{symptoms:Impotence}{symptoms:11} Hydrocele of the testicle
321,Degenerative disc disease,[{symptoms:Back pain}{symptoms:78}{symptoms:Low back pain}{symptoms:77}{symptoms:Leg pain}{symptoms:61}{symptoms:Neck pain}{symptoms:60}{symptoms:Hip pain}{symptoms:31}{symptoms:Shoulder pain}{symptoms:29}{symptoms:Ache all over}{symptoms:29}{symptoms:Loss of sensation}{symptoms:27}{symptoms:Arm pain}{symptoms:22}{symptoms:Lower body pain}{symptoms:15}{symptoms:Paresthesia}{symptoms:12}{symptoms:Joint pain}{symptoms:7} Degenerative disc disease
322,Hirsutism,[{symptoms:Unwanted hair}{symptoms:82}{symptoms:Unpredictable menstruation}{symptoms:32}{symptoms:Acne or pimples}{symptoms:32}{symptoms:Fatigue}{symptoms:23}{symptoms:Infertility}{symptoms:23}{symptoms:Abnormal appearing skin}{symptoms:23}{symptoms:Weight gain}{symptoms:23}{symptoms:Warts}{symptoms:23}{symptoms:Skin moles}{symptoms:23}{symptoms:Too little hair}{symptoms:13}{symptoms:Heavy menstrual flow}{symptoms:13}{symptoms:Apnea}{symptoms:13} Hirsutism
323,Dislocation of the foot,[{symptoms:Foot or toe pain}{symptoms:78}{symptoms:Vomiting}{symptoms:37}{symptoms:Ankle pain}{symptoms:37}{symptoms:Knee weakness}{symptoms:37}{symptoms:Elbow weakness}{symptoms:3}{symptoms:Elbow cramps or spasms}{symptoms:3}{symptoms:Eye strain}{symptoms:3}{symptoms:Low back weakness}{symptoms:3}{symptoms:Wrist weakness}{symptoms:3}{symptoms:Underweight}{symptoms:3}{symptoms:Feeling hot and cold}{symptoms:3}{symptoms:Muscle swelling}{symptoms:3} Dislocation of the foot
324,Hydronephrosis,[{symptoms:Side pain}{symptoms:67}{symptoms:Sharp abdominal pain}{symptoms:56}{symptoms:Back pain}{symptoms:39}{symptoms:Nausea}{symptoms:34}{symptoms:Vomiting}{symptoms:32}{symptoms:Blood in urine}{symptoms:23}{symptoms:Suprapubic pain}{symptoms:23}{symptoms:Symptoms of the kidneys}{symptoms:21}{symptoms:Lower abdominal pain}{symptoms:21}{symptoms:Lower body pain}{symptoms:10}{symptoms:Pain in testicles}{symptoms:10}{symptoms:Symptoms of bladder}{symptoms:10} Hydronephrosis
325,Diverticulosis,[{symptoms:Sharp abdominal pain}{symptoms:70}{symptoms:Rectal bleeding}{symptoms:40}{symptoms:Constipation}{symptoms:40}{symptoms:Diarrhea}{symptoms:37}{symptoms:Blood in stool}{symptoms:34}{symptoms:Burning abdominal pain}{symptoms:31}{symptoms:Nausea}{symptoms:31}{symptoms:Vomiting}{symptoms:25}{symptoms:Lower abdominal pain}{symptoms:20}{symptoms:Melena}{symptoms:13}{symptoms:Upper abdominal pain}{symptoms:12}{symptoms:Heartburn}{symptoms:10} Diverticulosis
326,Pain after an operation,[{symptoms:Sharp abdominal pain}{symptoms:68}{symptoms:Back pain}{symptoms:64}{symptoms:Sharp chest pain}{symptoms:61}{symptoms:Headache}{symptoms:51}{symptoms:Nausea}{symptoms:48}{symptoms:Vomiting}{symptoms:44}{symptoms:Low back pain}{symptoms:41}{symptoms:Toothache}{symptoms:28}{symptoms:Leg pain}{symptoms:28}{symptoms:Neck pain}{symptoms:26}{symptoms:Side pain}{symptoms:24}{symptoms:Lower abdominal pain}{symptoms:22} Pain after an operation
327,Huntington disease,[{symptoms:Constipation}{symptoms:41}{symptoms:Problems with movement}{symptoms:41}{symptoms:Depression}{symptoms:41}{symptoms:Anxiety and nervousness}{symptoms:41}{symptoms:Back pain}{symptoms:41}{symptoms:Loss of sensation}{symptoms:41}{symptoms:Sharp abdominal pain}{symptoms:41}{symptoms:Drug abuse}{symptoms:41}{symptoms:Symptoms of the face}{symptoms:41}{symptoms:Elbow weakness}{symptoms:3}{symptoms:Low back weakness}{symptoms:3}{symptoms:Excessive growth}{symptoms:3} Huntington disease
